energy,tempo,danceability,genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_album_name,playlist_name,track_name
0.862,95.051,0.712,pop,-4.612,0.093,0.809,Maroon 5,4,0.0378,82,Songs About Jane: 10th Anniversary Edition,Soft Pop Hits,This Love
0.473,119.992,0.765,pop,-5.829,0.391,0.34,Lukas Graham,4,0.0514,79,Lukas Graham,Soft Pop Hits,7 Years
0.465,89.087,0.449,pop,-8.964,0.303,0.543,Giveon,3,0.0791,79,TAKE TIME,Soft Pop Hits,Heartbreak Anniversary
0.798,116.032,0.796,pop,-6.312,0.0952,0.942,"Elton John, Dua Lipa, PNAU",4,0.0317,79,Cold Heart (PNAU Remix),Soft Pop Hits,Cold Heart - PNAU Remix
0.53,108.038,0.63,pop,-7.259,0.177,0.417,"Meghan Trainor, John Legend",3,0.0434,78,Title (Deluxe),Soft Pop Hits,Like I'm Gonna Lose You (feat. John Legend)
0.55,101.19,0.551,pop,-5.339,0.202,0.342,"Stephen Sanchez, Em Beihold",3,0.0286,78,Until I Found You (Em Beihold Version),Soft Pop Hits,Until I Found You (with Em Beihold) - Em Beihold Version
0.663,102,0.651,pop,-5.569,0.0994,0.465,Maroon 5,4,0.0281,80,Songs About Jane: 10th Anniversary Edition,Soft Pop Hits,She Will Be Loved - Radio Mix
0.401,111.825,0.677,pop,-8.467,0.116,0.195,Niall Horan,4,0.0308,78,Flicker (Deluxe),Soft Pop Hits,This Town
0.699,114.481,0.85,pop,-3.292,0.32,0.915,Paul Russell,4,0.0776,78,Lil Boo Thang,Soft Pop Hits,Lil Boo Thang
0.764,169.928,0.591,pop,-5.484,0.103,0.478,"The Kid LAROI, Justin Bieber",4,0.0483,78,STAY (with Justin Bieber),Soft Pop Hits,STAY (with Justin Bieber)
0.45,178.765,0.597,pop,-6.658,0.382,0.537,"Ariana Grande, Justin Bieber",3,0.0418,78,Stuck with U,Soft Pop Hits,Stuck with U (with Justin Bieber)
0.82,144.905,0.621,pop,-4.865,0.104,0.452,Bruno Mars,4,0.0367,78,Doo-Wops & Hooligans,Soft Pop Hits,Marry You
0.174,112.672,0.681,pop,-8.745,0.0983,0.231,Calum Scott,4,0.0315,78,Only Human (Deluxe),Soft Pop Hits,Dancing On My Own
0.488,136.07,0.752,pop,-7.05,0.0936,0.533,Halsey,4,0.0705,78,Manic,Soft Pop Hits,Without Me
0.738,119.976,0.721,pop,-4.77,0.118,0.637,"Marshmello, Jonas Brothers",4,0.0403,77,Leave Before You Love Me,Soft Pop Hits,Leave Before You Love Me (with Jonas Brothers)
0.902,100.012,0.673,pop,-2.392,0.0558,0.536,American Authors,4,0.0346,77,"Oh, What A Life",Soft Pop Hits,Best Day Of My Life
0.788,120.076,0.748,pop,-7.055,0.0863,0.884,Maroon 5,4,0.0334,78,V,Soft Pop Hits,Sugar
0.657,107.01,0.753,pop,-3.061,0.112,0.437,"Zedd, Maren Morris, Grey",4,0.0449,76,The Middle,Soft Pop Hits,The Middle
0.342,102.819,0.516,pop,-8.985,0.21,0.0993,Selena Gomez,4,0.0425,76,Rare,Soft Pop Hits,Lose You To Love Me
0.794,114.066,0.601,pop,-5.844,0.418,0.244,"Mark Ronson, Miley Cyrus",4,0.0671,76,Late Night Feelings,Soft Pop Hits,Nothing Breaks Like a Heart (feat. Miley Cyrus)
0.673,203.812,0.492,pop,-5.431,0.137,0.488,Morgan Wallen,4,0.0347,76,3 Songs At A Time Sampler,Soft Pop Hits,Last Night
0.426,84.876,0.674,pop,-9.504,0.132,0.337,Lorde,4,0.122,76,Pure Heroine,Soft Pop Hits,Royals
0.656,104.036,0.638,pop,-5.886,0.146,0.225,Leona Lewis,4,0.0357,75,Spirit,Soft Pop Hits,Bleeding Love
0.825,94.931,0.56,pop,-3.862,0.161,0.268,Vanessa Carlton,4,0.0379,75,Be Not Nobody,Soft Pop Hits,A Thousand Miles
0.792,119.054,0.627,pop,-4.311,0.0845,0.415,Taylor Swift,4,0.031,75,Fearless (Taylor's Version),Soft Pop Hits,Love Story (Taylor’s Version)
0.54,116.947,0.759,pop,-6.039,0.0945,0.75,"Shawn Mendes, Camila Cabello",4,0.0287,75,Señorita,Soft Pop Hits,Señorita
0.683,159.878,0.515,pop,-5.099,0.392,0.572,Katy Perry,4,0.0371,74,Teenage Dream: The Complete Confection,Soft Pop Hits,Wide Awake
0.444,150.96,0.703,pop,-9.331,0.0973,0.712,Jason Mraz,4,0.0417,74,We Sing. We Dance. We Steal Things.,Soft Pop Hits,I'm Yours
0.719,112.027,0.558,pop,-5.113,0.115,0.371,The Calling,4,0.0267,74,Camino Palmero,Soft Pop Hits,Wherever You Will Go
0.495,129.062,0.864,pop,-7.036,0.0992,0.72,"Gotye, Kimbra",4,0.037,74,Making Mirrors,Soft Pop Hits,Somebody That I Used To Know
0.706,92.513,0.482,pop,-5.762,0.105,0.144,Alicia Keys,4,0.0607,74,Girl on Fire (Remixes) - EP,Soft Pop Hits,Girl on Fire
0.495,103.375,0.694,pop,-14.222,0.0644,0.799,Amy Winehouse,4,0.0329,74,Back To Black (Deluxe Edition),Soft Pop Hits,You Know I'm No Good
0.586,126.684,0.553,pop,-6.319,0.0813,0.443,Dean Lewis,4,0.0362,74,Be Alright,Soft Pop Hits,Be Alright
0.903,74.988,0.52,pop,-5.497,0.254,0.652,BANNERS,4,0.042,74,Where The Shadow Ends,Soft Pop Hits,Someone To You
0.331,72.023,0.459,pop,-12.603,0.135,0.271,Duncan Laurence,3,0.0421,73,Arcade,Soft Pop Hits,Arcade
0.714,175.924,0.564,pop,-4.987,0.155,0.33,Rachel Platten,4,0.129,73,Wildfire,Soft Pop Hits,Fight Song
0.798,120.012,0.719,pop,-4.582,0.134,0.591,Katy Perry,4,0.0361,73,Teenage Dream,Soft Pop Hits,Teenage Dream
0.588,113.608,0.491,pop,-6.177,0.0906,0.193,P!nk,4,0.0506,72,Beautiful Trauma,Soft Pop Hits,What About Us
0.71,89.929,0.5,pop,-3.015,0.329,0.419,Imagine Dragons,4,0.0339,72,Night Visions,Soft Pop Hits,Demons
0.445,50.827,0.286,pop,-8.087,0.114,0.278,Forest Blakk,4,0.0347,72,If You Love Her,Soft Pop Hits,If You Love Her
0.415,114.145,0.728,pop,-6.852,0.0616,0.455,Julia Michaels,4,0.0639,72,Nervous System,Soft Pop Hits,Issues
0.632,147.873,0.494,pop,-6.89,0.0869,0.0797,Lauren Daigle,4,0.0342,72,Look Up Child,Soft Pop Hits,You Say
0.473,75.801,0.464,pop,-10.086,0.109,0.604,"JP Saxe, Julia Michaels",4,0.129,72,If the World Was Ending (feat. Julia Michaels),Soft Pop Hits,If the World Was Ending (feat. Julia Michaels)
0.72,79.983,0.508,pop,-5.908,0.0563,0.472,Beyoncé,4,0.0628,71,I AM...SASHA FIERCE,Soft Pop Hits,Halo
0.638,184.086,0.378,pop,-5.576,0.0849,0.735,"fun., Janelle Monáe",4,0.075,71,Some Nights,Soft Pop Hits,We Are Young (feat. Janelle Monáe)
0.549,90.04,0.644,pop,-5.415,0.134,0.167,Alicia Keys,4,0.0285,71,As I Am (Expanded Edition),Soft Pop Hits,No One
0.725,123.28,0.49,pop,-3.304,0.0983,0.335,Amy Winehouse,4,0.0392,70,Back To Black,Soft Pop Hits,Back To Black
0.63,89.991,0.654,pop,-4.644,0.111,0.43,"Dan + Shay, Justin Bieber",4,0.0259,70,"10,000 Hours (with Justin Bieber)",Soft Pop Hits,"10,000 Hours (with Justin Bieber)"
0.316,118.582,0.398,pop,-7.031,0.295,0.174,Andra Day,4,0.0368,70,Cheers to the Fall,Soft Pop Hits,Rise Up
0.922,130.007,0.666,pop,-4.645,0.0867,0.758,Katy Perry,4,0.0352,70,Teenage Dream: The Complete Confection,Soft Pop Hits,Part Of Me
0.348,74.541,0.349,pop,-6.142,0.12,0.0886,Christina Perri,4,0.0316,69,lovestrong.,Soft Pop Hits,jar of hearts
0.787,117.089,0.399,pop,-2.88,0.0685,0.572,Sia,5,0.0499,69,1000 Forms Of Fear (Deluxe Version),Soft Pop Hits,Chandelier
0.465,113.81,0.6,pop,-4.951,0.149,0.0682,Zoe Wees,4,0.0314,69,Control,Soft Pop Hits,Control
0.698,143.994,0.726,pop,-4.165,0.309,0.867,Bruno Mars,4,0.0431,89,Unorthodox Jukebox,Throwback Party,Locked out of Heaven
0.587,186.003,0.679,pop,-7.015,0.137,0.486,"The Weeknd, Daft Punk",4,0.276,87,Starboy,Throwback Party,Starboy
0.669,112.238,0.908,pop,-2.827,0.237,0.662,Eminem,4,0.0738,86,The Eminem Show,Throwback Party,Without Me
0.652,95.977,0.825,pop,-3.183,0.0931,0.931,Ed Sheeran,4,0.0802,86,÷ (Deluxe),Throwback Party,Shape of You
0.939,129.024,0.671,pop,-3.206,0.298,0.53,"Pitbull, AFROJACK, Ne-Yo, Nayer",4,0.161,84,Planet Pit (Deluxe Version),Throwback Party,Give Me Everything (feat. Nayer)
0.902,84.412,0.573,pop,-7.638,0.0928,0.876,a-ha,4,0.054,84,Hunting High and Low,Throwback Party,Take on Me
0.824,100.024,0.778,pop,-5.892,0.405,0.758,"Shakira, Wyclef Jean",4,0.0707,84,"Oral Fixation, Vol. 2 (Expanded Edition)",Throwback Party,Hips Don't Lie (feat. Wyclef Jean)
0.791,105.018,0.894,pop,-4.699,0.0388,0.583,"USHER, Lil Jon, Ludacris",4,0.112,84,Confessions (Expanded Edition),Throwback Party,Yeah! (feat. Lil Jon & Ludacris)
0.866,128.038,0.578,pop,-3.804,0.257,0.619,WALK THE MOON,4,0.0619,83,TALKING IS HARD,Throwback Party,Shut Up and Dance
0.887,122.509,0.532,pop,-3.757,0.294,0.794,Bon Jovi,4,0.0335,83,Slippery When Wet,Throwback Party,Livin' On A Prayer
0.783,124.08,0.532,pop,-5.697,0.161,0.643,Avicii,4,0.0523,83,TRUE,Throwback Party,Wake Me Up
0.838,143.04,0.774,pop,-3.914,0.242,0.924,Britney Spears,4,0.114,83,In The Zone,Throwback Party,Toxic
0.711,125.135,0.692,pop,-7.498,0.12,0.875,"Eurythmics, Annie Lennox, Dave Stewart",4,0.0317,83,Sweet Dreams (Are Made Of This),Throwback Party,Sweet Dreams (Are Made of This) - 2005 Remaster
0.837,120.028,0.755,pop,-2.718,0.289,0.714,Kesha,4,0.142,83,Animal (Expanded Edition),Throwback Party,TiK ToK
0.76,99.947,0.655,pop,-3.669,0.299,0.409,Justin Bieber,4,0.045,83,Purpose (Deluxe),Throwback Party,Sorry
0.87,100.804,0.543,pop,-6.514,0.792,0.754,ABBA,4,0.0428,82,Arrival,Throwback Party,Dancing Queen
0.823,128.035,0.646,pop,-4.123,0.322,0.418,"Calvin Harris, Ellie Goulding",4,0.0394,82,Motion,Throwback Party,Outside (feat. Ellie Goulding)
0.807,114.742,0.729,pop,-6.492,0.319,0.765,"Timbaland, Keri Hilson, D.O.E.",4,0.0936,82,Shock Value,Throwback Party,The Way I Are
0.963,129.992,0.581,pop,-4.087,0.139,0.788,"Pitbull, Kesha",4,0.0981,82,Global Warming: Meltdown (Deluxe Version),Throwback Party,Timber
0.835,125.983,0.527,pop,-5.298,0.249,0.654,Avicii,4,0.0433,82,The Days / Nights,Throwback Party,The Nights
0.861,119.963,0.663,pop,-3.398,0.082,0.654,"USHER, Pitbull",4,0.109,81,Raymond v Raymond (Expanded Edition),Throwback Party,DJ Got Us Fallin' In Love (feat. Pitbull)
0.699,92.96,0.759,pop,-5.745,0.443,0.907,Britney Spears,4,0.0307,81,...Baby One More Time (Digital Deluxe Version),Throwback Party,...Baby One More Time
0.806,94.948,0.843,pop,-5.946,0.0771,0.613,Outkast,4,0.269,81,Stankonia,Throwback Party,Ms. Jackson
0.806,119.001,0.851,pop,-4.618,0.121,0.774,Lady Gaga,4,0.0787,81,The Fame,Throwback Party,Poker Face
0.802,124.022,0.721,pop,-5.797,0.694,0.724,"Pitbull, Ne-Yo",4,0.0583,82,Globalization,Throwback Party,Time of Our Lives
0.856,127.949,0.596,pop,-3.556,0.141,0.743,Calvin Harris,4,0.0346,81,Motion,Throwback Party,Summer
0.824,118.818,0.709,pop,-8.824,0.0888,0.867,Whitney Houston,4,0.0453,81,Whitney,Throwback Party,I Wanna Dance with Somebody (Who Loves Me)
0.869,159.805,0.533,pop,-5.093,0.136,0.425,"The Chainsmokers, Daya",4,0.173,80,Don't Let Me Down,Throwback Party,Don't Let Me Down
0.844,113.324,0.788,pop,-3.131,0.0723,0.382,Britney Spears,4,0.0334,80,Blackout,Throwback Party,Gimme More
0.803,106.97,0.818,pop,-4.282,0.153,0.632,Bruno Mars,4,0.0797,80,24K Magic,Throwback Party,24K Magic
0.799,120.372,0.71,pop,-4.897,0.349,0.725,Cyndi Lauper,4,0.0328,80,She's So Unusual,Throwback Party,Girls Just Want to Have Fun
0.834,139.13,0.509,pop,-6.205,0.0732,0.774,Bryan Adams,4,0.0386,80,Reckless (30th Anniversary / Deluxe Edition),Throwback Party,Summer Of '69
0.795,89.99,0.646,pop,-3.293,0.267,0.796,"Gym Class Heroes, Adam Levine",4,0.0976,80,The Papercut Chronicles II,Throwback Party,Stereo Hearts (feat. Adam Levine)
0.58,120.021,0.782,pop,-6.548,0.108,0.66,Carly Rae Jepsen,4,0.0407,80,Kiss,Throwback Party,Call Me Maybe
0.882,102.04,0.742,pop,-2.862,0.206,0.463,"Sean Paul, Dua Lipa",4,0.117,80,Mad Love The Prequel,Throwback Party,No Lie
0.787,126.062,0.604,pop,-3.674,0.127,0.301,"David Guetta, Sia",4,0.103,80,Nothing but the Beat (Ultimate Edition),Throwback Party,Titanium (feat. Sia)
0.583,117,0.967,pop,-5.562,0.0519,0.964,"Justin Timberlake, Timbaland",4,0.0789,80,FutureSex/LoveSounds,Throwback Party,SexyBack (feat. Timbaland)
0.766,127.966,0.744,pop,-6.375,0.509,0.61,Black Eyed Peas,4,0.0265,80,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],Throwback Party,I Gotta Feeling
0.567,125.02,0.845,pop,-8.118,0.0811,0.793,Justin Bieber,4,0.0956,79,Purpose (Deluxe),Throwback Party,What Do You Mean?
0.669,122.669,0.834,pop,-5.582,0.0535,0.547,Rihanna,4,0.0637,79,Good Girl Gone Bad: Reloaded,Throwback Party,Don't Stop The Music
0.864,110.009,0.768,pop,-6.149,0.162,0.891,Spice Girls,4,0.0324,79,Spice,Throwback Party,Wannabe
0.761,128.046,0.722,pop,-4.46,0.315,0.624,"Maroon 5, Christina Aguilera",4,0.0475,79,Hands All Over (Revised International Standard version),Throwback Party,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance"
0.834,95.053,0.751,pop,-5.444,0.355,0.894,Britney Spears,4,0.0437,79,Oops!... I Did It Again,Throwback Party,Oops!...I Did It Again
0.501,144.438,0.5,pop,-8.284,0.26,0.623,Soft Cell,4,0.0376,79,Non-Stop Erotic Cabaret,Throwback Party,Tainted Love
0.739,118.99,0.822,pop,-4.541,0.181,0.745,"Lady Gaga, Colby O'Donis",4,0.0311,79,The Fame,Throwback Party,Just Dance
0.857,128.024,0.414,pop,-4.078,0.343,0.348,"Calvin Harris, John Newman",4,0.0808,79,Motion,Throwback Party,Blame (feat. John Newman)
0.574,125.18,0.613,pop,-7.961,0.38,0.755,"50 Cent, Olivia",5,0.467,78,The Massacre,Throwback Party,Candy Shop
0.491,119.528,0.749,pop,-9.655,0.159,0.536,ABBA,4,0.0403,78,Voulez-Vous,Throwback Party,Gimme! Gimme! Gimme! (A Man After Midnight)
0.84,129.042,0.612,pop,-3.145,0.116,0.438,"Swedish House Mafia, John Martin",4,0.0509,78,Don't You Worry Child,Throwback Party,Don't You Worry Child - Radio Edit
0.815,123.063,0.636,pop,-5.098,0.163,0.636,"Robin Schulz, Francesco Yates",4,0.0581,78,Sugar,Throwback Party,Sugar (feat. Francesco Yates)
0.714,100.972,0.892,pop,-6.055,0.0521,0.817,Justin Timberlake,4,0.141,78,Justified,Throwback Party,Rock Your Body
0.814,124.921,0.707,pop,-4.509,0.168,0.717,Rihanna,4,0.0577,78,Good Girl Gone Bad: Reloaded,Throwback Party,Disturbia
0.917,132.975,0.652,pop,-6.72,0.0509,0.459,Cher,4,0.0548,78,Believe,Throwback Party,Believe
0.844,131.459,0.729,pop,-8.824,0.0604,0.777,"Elton John, Kiki Dee",4,0.0344,78,Rock Of The Westies,Throwback Party,Don't Go Breaking My Heart
0.563,126.007,0.766,pop,-7.516,0.115,0.964,Kylie Minogue,4,0.0339,78,Fever,Throwback Party,Can't Get You out of My Head
0.6,125.04,0.951,pop,-4.675,0.0712,0.822,Sean Paul,4,0.0685,78,The Trinity,Throwback Party,Temperature
0.726,121.981,0.503,pop,-5.456,0.0895,0.529,"Disclosure, Sam Smith",4,0.167,78,Settle (Special Edition),Throwback Party,Latch
0.736,127.999,0.579,pop,-3.863,0.198,0.613,Avicii,4,0.0527,78,Stories,Throwback Party,Waiting For Love
0.777,130.003,0.73,pop,-5.194,0.0691,0.575,"Jennifer Lopez, Pitbull",4,0.0496,78,Love?,Throwback Party,On The Floor
0.783,105.39,0.554,pop,-5.852,0.631,0.813,Dolly Parton,4,0.0457,78,9 To 5 And Odd Jobs,Throwback Party,9 to 5
0.551,92.887,0.911,pop,-3.75,0.0863,0.969,Mary J. Blige,4,0.045,78,No More Drama,Throwback Party,Family Affair
0.8,160.078,0.647,pop,-5.384,0.334,0.942,Taylor Swift,4,0.165,78,1989 (Deluxe),Throwback Party,Shake It Off
0.64,99.017,0.779,pop,-8.415,0.101,0.499,Rihanna,4,0.159,78,Music Of The Sun,Throwback Party,Pon de Replay
0.808,126.041,0.72,pop,-5.627,0.0634,0.869,Modjo,4,0.0379,77,Modjo (Remastered),Throwback Party,Lady - Hear Me Tonight
0.625,93.764,0.798,pop,-9.689,0.103,0.858,Ace of Base,4,0.0548,77,The Sign,Throwback Party,All That She Wants
0.86,127.075,0.608,pop,-5.324,0.262,0.437,"Flo Rida, Sia",4,0.0554,77,Wild Ones,Throwback Party,Wild Ones (feat. Sia)
0.811,116.047,0.794,pop,-8.966,0.101,0.862,"Daft Punk, Pharrell Williams, Nile Rodgers",4,0.038,77,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Throwback Party,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]
0.889,126.04,0.584,pop,-5.941,0.309,0.464,Avicii,4,0.0343,77,Levels,Throwback Party,Levels - Radio Edit
0.654,117.046,0.92,pop,-3.051,0.036,0.847,Michael Jackson,4,0.0401,77,Thriller 25 Super Deluxe Edition,Throwback Party,Billie Jean
0.758,135.956,0.673,pop,-3.632,0.341,0.542,"Pitbull, Christina Aguilera",4,0.158,77,Global Warming: Meltdown (Deluxe Version),Throwback Party,Feel This Moment (feat. Christina Aguilera)
0.716,94.379,0.535,pop,-5.025,0.659,0.901,Joan Jett & the Blackhearts,4,0.0431,77,I Love Rock 'N' Roll (Expanded Edition),Throwback Party,I Love Rock 'N Roll
0.77,99.165,0.646,pop,-6.596,0.0715,0.681,"Beyoncé, JAY-Z",4,0.226,77,Dangerously In Love,Throwback Party,Crazy In Love (feat. Jay-Z)
0.927,123.962,0.631,pop,-2.787,0.148,0.465,"Calvin Harris, Rihanna",4,0.0332,77,This Is What You Came For,Throwback Party,This Is What You Came For
0.922,146.078,0.641,pop,-4.457,0.0862,0.847,"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",4,0.0786,76,The Heist,Throwback Party,Can't Hold Us (feat. Ray Dalton)
0.716,125.006,0.747,pop,-2.457,0.251,0.751,Nicki Minaj,4,0.0751,76,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),Throwback Party,Starships
0.646,88.634,0.867,pop,-4.674,0.279,0.67,"Blackstreet, Dr. Dre, Queen Pen",4,0.288,76,Another Level,Throwback Party,No Diggity
0.87,109.901,0.597,pop,-11.97,0.0678,0.944,Katrina & The Waves,4,0.0371,76,Katrina & The Waves,Throwback Party,Walking On Sunshine
0.869,127.966,0.616,pop,-3.911,0.064,0.473,"Flo Rida, David Guetta",4,0.0327,76,Only One Flo (Part 1),Throwback Party,Club Can't Handle Me (feat. David Guetta)
0.855,120.05,0.67,pop,-3.035,0.335,0.648,"Pitbull, Chris Brown",4,0.0499,77,Planet Pit (Deluxe Version),Throwback Party,International Love (feat. Chris Brown)
0.748,137.547,0.749,pop,-7.011,0.469,0.827,ABBA,4,0.0323,76,Abba,Throwback Party,Mamma Mia
0.738,117.656,0.731,pop,-8.125,0.214,0.958,The Human League,4,0.0377,76,Dare!,Throwback Party,Don't You Want Me
0.83,113.03,0.666,pop,-5.715,0.191,0.702,Justin Timberlake,4,0.0751,76,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Throwback Party,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")"
0.756,131.715,0.802,pop,-10.791,0.0521,0.963,"Earth, Wind & Fire, The Emotions",4,0.0349,76,I Am,Throwback Party,Boogie Wonderland
0.915,126.094,0.544,pop,-3.405,0.115,0.51,"Calvin Harris, Alesso, Hurts",4,0.0841,76,Motion,Throwback Party,Under Control (feat. Hurts)
0.86,93.989,0.737,pop,-2.652,0.0574,0.656,"Daddy Yankee, Snow",4,0.0593,76,Con Calma,Throwback Party,Con Calma
0.851,126.885,0.722,pop,-3.873,0.108,0.452,The Wanted,4,0.0639,76,Battleground (Deluxe Edition),Throwback Party,Glad You Came
0.809,98.007,0.723,pop,-3.081,0.565,0.274,"Major Lazer, MØ, DJ Snake",4,0.0625,76,Peace Is The Mission : Extended,Throwback Party,Lean On (feat. MØ & DJ Snake)
0.89,128.011,0.706,pop,-4.444,0.306,0.684,Flo Rida,4,0.0688,76,Wild Ones,Throwback Party,Good Feeling
0.593,119.958,0.79,pop,-9.204,0.065,0.72,Stromae,4,0.0776,75,Cheese,Throwback Party,Alors on danse - Radio Edit
0.766,127.975,0.735,pop,-4.485,0.108,0.6,"Rihanna, Calvin Harris",4,0.0383,75,Talk That Talk,Throwback Party,We Found Love
0.835,129.981,0.572,pop,-6.219,0.0702,0.795,Van Halen,4,0.0317,75,1984 (Remastered),Throwback Party,Jump - 2015 Remaster
0.872,126.05,0.56,pop,-4.269,0.371,0.682,"Owl City, Carly Rae Jepsen",4,0.14,75,The Midsummer Station,Throwback Party,Good Time
0.751,91.031,0.706,pop,-6.323,0.168,0.195,Iyaz,4,0.0708,75,Replay,Throwback Party,Replay
0.702,129.948,0.686,pop,-5.325,0.204,0.29,"Ariana Grande, Zedd",4,0.0455,75,My Everything (Deluxe),Throwback Party,Break Free
0.861,128.99,0.704,pop,-4.221,0.0992,0.636,"Gala, Molella, Phil Jay",4,0.0493,75,Come Into My Life (The Album),Throwback Party,"Freed From Desire - prod. Molella, Phil Jay"
0.655,122.49,0.572,pop,-7.027,0.0901,0.392,Irene Cara,4,0.0344,75,What a Feelin',Throwback Party,Flashdance...What a Feeling - Radio Edit
0.7,101.875,0.85,pop,-6.49,0.244,0.724,"Nelly, City Spud",4,0.0478,75,Country Grammar,Throwback Party,Ride Wit Me
0.807,174.06,0.622,pop,-6.752,0.306,0.892,Lou Bega,4,0.408,75,A Little Bit of Mambo,Throwback Party,Mambo No. 5 (a Little Bit of...)
0.697,122.746,0.613,pop,-8.618,0.332,0.476,Daft Punk,4,0.133,74,Discovery,Throwback Party,One More Time
0.648,125.035,0.869,pop,-8.698,0.126,0.9,"Earth, Wind & Fire",4,0.0633,75,Raise!,Throwback Party,Let's Groove
0.843,117.662,0.529,pop,-6.908,0.0608,0.188,Europe,4,0.0616,74,The Final Countdown (Expanded Edition),Throwback Party,The Final Countdown
0.832,107.657,0.794,pop,-4.862,0.203,0.871,Shakira,4,0.0407,74,Laundry Service,Throwback Party,"Whenever, Wherever"
0.954,128.016,0.627,pop,-4.804,0.292,0.312,"Alex Gaudino, Crystal Waters",4,0.0425,74,Destination Calabria,Throwback Party,Destination Calabria - Radio Edit
0.853,108.016,0.731,pop,-4.219,0.268,0.605,Backstreet Boys,4,0.0363,74,Backstreet's Back,Throwback Party,Everybody (Backstreet's Back) - Radio Edit
0.842,111.038,0.625,pop,-5.285,0.181,0.26,Madonna,4,0.0376,74,Celebration (double disc version),Throwback Party,Like a Prayer
0.842,132.032,0.706,pop,-3.956,0.0688,0.861,Katy Perry,4,0.0417,74,One Of The Boys,Throwback Party,Hot N Cold
0.928,172.656,0.614,pop,-4.806,0.0845,0.879,*NSYNC,4,0.0516,74,No Strings Attached,Throwback Party,Bye Bye Bye
0.741,107.075,0.956,pop,-4.753,0.0615,0.911,Nelly,4,0.124,74,Nellyville,Throwback Party,Hot In Herre
0.675,107.064,0.684,pop,-8.123,0.242,0.924,ABBA,4,0.0257,74,The Album,Throwback Party,Take A Chance On Me
0.879,129.991,0.812,pop,-10.998,0.365,0.962,Aqua,4,0.0397,74,Aquarium (Special Edition),Throwback Party,Barbie Girl
0.711,110.621,0.975,pop,-3.904,0.0799,0.815,"Timbaland, Justin Timberlake, Nelly Furtado",4,0.0632,74,Shock Value,Throwback Party,Give It To Me
0.772,128.168,0.766,pop,-9.362,0.183,0.919,Depeche Mode,4,0.0353,74,Speak and Spell (Deluxe),Throwback Party,Just Can't Get Enough
0.535,103.644,0.707,pop,-19.793,0.0884,0.641,Bee Gees,4,0.0436,74,Staying Alive (Original Motion Picture Soundtrack),Throwback Party,Stayin' Alive
0.833,95.487,0.715,pop,-5.379,0.164,0.612,Mark Morrison,4,0.108,73,Return of the Mack,Throwback Party,Return of the Mack
0.821,118.881,0.878,pop,-9.875,0.183,0.947,Michael Jackson,4,0.089,73,Off the Wall,Throwback Party,Don't Stop 'Til You Get Enough
0.862,128.036,0.498,pop,-6.02,0.352,0.469,"Guru Josh Project, Klaas",4,0.0588,73,Infinity 2008,Throwback Party,Infinity 2008 - Klaas Vocal Edit
0.857,119.975,0.56,pop,-4.145,0.381,0.432,Olly Alexander (Years & Years),4,0.0384,73,Communion (Deluxe),Throwback Party,King
0.495,104.409,0.737,pop,-13.489,0.0542,0.967,Frankie Valli & The Four Seasons,4,0.027,73,Who Loves You,Throwback Party,"December, 1963 (Oh What a Night!)"
0.699,122.987,0.811,pop,-5.211,0.148,0.733,"Madcon, Ray Dalton",4,0.114,73,Don't Worry (feat. Ray Dalton),Throwback Party,Don't Worry (with Ray Dalton) - Radio Edit
0.954,178.043,0.425,pop,-3.756,0.0555,0.933,Ricky Martin,4,0.0476,73,Ricky Martin,Throwback Party,Livin' la Vida Loca
0.599,119.993,0.853,pop,-4.756,0.0759,0.843,"Robin Thicke, T.I., Pharrell Williams",4,0.0411,73,Blurred Lines (Deluxe),Throwback Party,Blurred Lines
0.931,113.026,0.753,pop,-4.922,0.234,0.767,"Madonna, Justin Timberlake, Timbaland",4,0.0653,73,Celebration (double disc version),Throwback Party,4 Minutes (feat. Justin Timberlake & Timbaland)
0.837,126.342,0.597,pop,-6.518,0.839,0.447,Eric Prydz,4,0.375,73,Call on Me (Radio Mix),Throwback Party,Call on Me - Radio Mix
0.713,115.443,0.784,pop,-6.865,0.0904,0.97,The Emotions,4,0.0339,73,Rejoice,Throwback Party,Best of My Love
0.985,127.99,0.801,pop,-2.69,0.297,0.72,"Bingo Players, Far East Movement",4,0.0647,72,Get Up (Rattle) [feat. Far East Movement],Throwback Party,Get Up (Rattle) [feat. Far East Movement] - Vocal Edit
0.271,111.485,0.898,pop,-12.238,0.0461,0.742,Prince,4,0.091,73,Parade - Music from the Motion Picture Under the Cherry Moon,Throwback Party,Kiss
0.876,129.884,0.666,pop,-3.078,0.259,0.552,"David Guetta, Flo Rida, Nicki Minaj",4,0.0414,72,Nothing but the Beat (Ultimate Edition),Throwback Party,Where Them Girls At (feat. Nicki Minaj & Flo Rida)
