energy,tempo,danceability,genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_album_name,playlist_name,track_name
0.714,101.969,0.664,electronic,-6.645,0.0843,0.71,"Mike Posner, Seeb",4,0.111,79,"At Night, Alone.",EDM Hits,I Took A Pill In Ibiza - Seeb Remix
0.815,123.063,0.636,electronic,-5.098,0.163,0.636,"Robin Schulz, Francesco Yates",4,0.0581,78,Sugar,EDM Hits,Sugar (feat. Francesco Yates)
0.736,127.999,0.579,electronic,-3.863,0.198,0.613,Avicii,4,0.0527,78,Stories,EDM Hits,Waiting For Love
0.777,130.003,0.73,electronic,-5.194,0.0691,0.575,"Jennifer Lopez, Pitbull",4,0.0496,78,Love?,EDM Hits,On The Floor
0.869,159.805,0.533,electronic,-5.093,0.136,0.425,"The Chainsmokers, Daya",4,0.173,80,Don't Let Me Down,EDM Hits,Don't Let Me Down
0.857,128.024,0.414,electronic,-4.078,0.343,0.348,"Calvin Harris, John Newman",4,0.0808,79,Motion,EDM Hits,Blame (feat. John Newman)
0.86,127.075,0.608,electronic,-5.324,0.262,0.437,"Flo Rida, Sia",4,0.0554,77,Wild Ones,EDM Hits,Wild Ones (feat. Sia)
0.811,116.047,0.794,electronic,-8.966,0.101,0.862,"Daft Punk, Pharrell Williams, Nile Rodgers",4,0.038,77,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],EDM Hits,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]
0.741,123.077,0.646,electronic,-4.973,0.312,0.571,Axwell /\ Ingrosso,4,0.034,77,More Than You Know,EDM Hits,More Than You Know
0.519,133.99,0.501,electronic,-5.88,0.454,0.168,"Martin Garrix, Bebe Rexha",4,0.0409,77,In the Name of Love,EDM Hits,In the Name of Love
0.717,121.985,0.793,electronic,-4.759,0.226,0.466,"Kungs, Cookin' On 3 Burners",4,0.0393,76,Layers,EDM Hits,This Girl (Kungs Vs. Cookin' On 3 Burners)
0.685,130.039,0.772,electronic,-6.849,0.131,0.501,"will.i.am, Britney Spears",4,0.0696,76,#willpower,EDM Hits,Scream & Shout
0.927,123.962,0.631,electronic,-2.787,0.148,0.465,"Calvin Harris, Rihanna",4,0.0332,77,This Is What You Came For,EDM Hits,This Is What You Came For
0.593,119.958,0.79,electronic,-9.204,0.065,0.72,Stromae,4,0.0776,75,Cheese,EDM Hits,Alors on danse - Radio Edit
0.766,127.975,0.735,electronic,-4.485,0.108,0.6,"Rihanna, Calvin Harris",4,0.0383,75,Talk That Talk,EDM Hits,We Found Love
0.51,119.994,0.829,electronic,-9.334,0.0829,0.45,"Mr. Probz, Robin Schulz",4,0.0369,75,Waves (Robin Schulz Radio Edit),EDM Hits,Waves - Robin Schulz Radio Edit
0.869,127.966,0.616,electronic,-3.911,0.064,0.473,"Flo Rida, David Guetta",4,0.0327,76,Only One Flo (Part 1),EDM Hits,Club Can't Handle Me (feat. David Guetta)
0.915,126.094,0.544,electronic,-3.405,0.115,0.51,"Calvin Harris, Alesso, Hurts",4,0.0841,76,Motion,EDM Hits,Under Control (feat. Hurts)
0.741,119.896,0.72,electronic,-6.529,0.289,0.357,"Aaron Smith, Krono, Luvli",4,0.0287,75,Dancin (feat. Luvli) [Krono Remix],EDM Hits,Dancin (feat. Luvli) - Krono Remix
0.697,122.746,0.613,electronic,-8.618,0.332,0.476,Daft Punk,4,0.133,74,Discovery,EDM Hits,One More Time
0.634,113.927,0.704,electronic,-7.374,0.0952,0.411,"Kygo, Conrad Sewell",4,0.0428,74,Cloud Nine,EDM Hits,Firestone
0.861,117.965,0.73,electronic,-4.1,0.213,0.704,"Jonas Blue, JP Cooper",4,0.0451,74,Blue,EDM Hits,Perfect Strangers
0.989,126.002,0.621,electronic,-4.225,0.184,0.0348,"Shouse, David Guetta",4,0.0434,74,Love Tonight (David Guetta Remix),EDM Hits,Love Tonight (David Guetta Remix Edit)
0.805,126.008,0.506,electronic,-4.119,0.0856,0.383,Galantis,4,0.0469,74,Pharmacy,EDM Hits,Runaway (U & I)
0.695,104.879,0.583,electronic,-5.336,0.0527,0.224,"DJ Snake, Bipolar Sunshine",4,0.0423,73,Encore,EDM Hits,Middle
0.862,128.036,0.498,electronic,-6.02,0.352,0.469,"Guru Josh Project, Klaas",4,0.0588,73,Infinity 2008,EDM Hits,Infinity 2008 - Klaas Vocal Edit
0.857,119.975,0.56,electronic,-4.145,0.381,0.432,Olly Alexander (Years & Years),4,0.0384,73,Communion (Deluxe),EDM Hits,King
0.781,128,0.509,electronic,-3.48,0.0749,0.176,"Zedd, Foxes",4,0.072,73,Clarity,EDM Hits,Clarity
0.73,85.979,0.596,electronic,-4.091,0.325,0.525,"David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",4,0.151,73,Listen,EDM Hits,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)"
0.568,117.973,0.78,electronic,-6.96,0.0698,0.459,"Felix Jaehn, Jasmine Thompson",4,0.031,73,I,EDM Hits,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson)
0.463,121.999,0.778,electronic,-7.603,0.0731,0.496,"Alok, Zeeba, Bruno Martini",4,0.0389,73,Hear Me Now (feat. Zeeba),EDM Hits,Hear Me Now
0.774,112.05,0.674,electronic,-7.567,0.393,0.33,"Surf Mesa, Emilee",4,0.0892,73,ily (i love you baby) (feat. Emilee),EDM Hits,ily (i love you baby) (feat. Emilee)
0.81,126.052,0.572,electronic,-5.791,0.13,0.11,"Lana Del Rey, Cedric Gervais",4,0.0558,72,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) [Cedric Gervais Remix],EDM Hits,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix
0.781,119.977,0.751,electronic,-3.724,0.036,0.814,Taio Cruz,4,0.0862,72,The Rokstarr Hits Collection,EDM Hits,Dynamite
0.586,120.97,0.799,electronic,-6.735,0.193,0.549,"Clean Bandit, Jess Glynne",4,0.0377,72,New Eyes,EDM Hits,Rather Be (feat. Jess Glynne)
0.72,122.031,0.789,electronic,-5.652,0.129,0.664,"Topic, A7S",4,0.218,72,Breaking Me,EDM Hits,Breaking Me
0.62,120.031,0.798,electronic,-7.079,0.112,0.235,Tiësto,4,0.232,72,The Business,EDM Hits,The Business
0.622,102.04,0.69,electronic,-5.025,0.116,0.544,"Zedd, Alessia Cara",4,0.0622,73,Stay,EDM Hits,Stay
0.736,130.011,0.75,electronic,-4.168,0.265,0.355,"LMFAO, Lauren Bennett, GoonRock",4,0.155,72,Sorry For Party Rocking,EDM Hits,Party Rock Anthem
0.802,100.001,0.713,electronic,-7.055,0.309,0.343,"The Chainsmokers, ROZES",4,0.0561,71,Roses,EDM Hits,Roses
0.906,125.916,0.711,electronic,-2.671,0.153,0.824,"Icona Pop, Charli xcx",4,0.0284,71,THIS IS... ICONA POP,EDM Hits,I Love It (feat. Charli XCX)
0.921,130.072,0.691,electronic,-1.702,0.331,0.8,"David Guetta, Ne-Yo, Akon",4,0.0533,71,Nothing but the Beat (Ultimate Edition),EDM Hits,Play Hard (feat. Ne-Yo & Akon)
0.795,121.294,0.956,electronic,-5.311,0.0906,0.841,Daft Punk,4,0.15,71,Homework,EDM Hits,Around the World
0.833,129.885,0.551,electronic,-5.217,0.0632,0.145,"Armin van Buuren, Trevor Guthrie",5,0.03,70,Intense,EDM Hits,This Is What It Feels Like
0.817,128.078,0.883,electronic,-5.414,0.11,0.595,"AronChupa, Little Sis Nora",4,0.235,70,I'm an Albatraoz,EDM Hits,I'm an Albatraoz
0.748,125.896,0.503,electronic,-4.124,0.343,0.356,"Alesso, Tove Lo",4,0.0619,70,Forever,EDM Hits,Heroes (we could be)
0.392,75.066,0.599,electronic,-6.869,0.131,0.26,"Disclosure, Eliza Doolittle, Flume",4,0.0257,70,Settle (Special Edition),EDM Hits,You & Me - Flume Remix
0.604,159.92,0.561,soul,-4.409,0.104,0.242,Teddy Swims,3,0.0337,81,Lose Control,Soul Coffee,Lose Control
0.473,152.88,0.591,soul,-8.122,0.108,0.451,Daniel Caesar,4,0.0708,70,NEVER ENOUGH,Soul Coffee,Let Me Go
0.592,157.969,0.521,gaming,-7.777,0.122,0.535,"Lady Gaga, Bruno Mars",3,0.0304,100,Die With A Smile,Top Gaming Tracks,Die With A Smile
0.507,104.978,0.747,gaming,-10.171,0.117,0.438,Billie Eilish,4,0.0358,97,HIT ME HARD AND SOFT,Top Gaming Tracks,BIRDS OF A FEATHER
0.582,116.712,0.7,gaming,-5.96,0.0881,0.785,Chappell Roan,4,0.0356,94,"Good Luck, Babe!",Top Gaming Tracks,"Good Luck, Babe!"
0.76,103.969,0.701,gaming,-5.478,0.185,0.69,Sabrina Carpenter,4,0.0285,90,Espresso,Top Gaming Tracks,Espresso
0.604,159.92,0.561,gaming,-4.409,0.104,0.242,Teddy Swims,3,0.0337,89,I've Tried Everything But Therapy (Part 1),Top Gaming Tracks,Lose Control
0.882,148.038,0.569,gaming,-2.777,0.142,0.201,"Travis Scott, Playboi Carti",4,0.06,88,UTOPIA,Top Gaming Tracks,FE!N (feat. Playboi Carti)
0.601,123.994,0.635,gaming,-6.129,0.11,0.332,Myles Smith,4,0.0295,88,Stargazing,Top Gaming Tracks,Stargazing
0.757,139.982,0.742,gaming,-4.981,0.305,0.957,Chappell Roan,4,0.0421,88,The Rise and Fall of a Midwest Princess,Top Gaming Tracks,HOT TO GO!
0.472,101.061,0.898,gaming,-7.001,0.141,0.214,Kendrick Lamar,4,0.0776,88,Not Like Us,Top Gaming Tracks,Not Like Us
0.583,181.489,0.432,gaming,-4.682,0.0933,0.544,Benson Boone,4,0.0687,87,Fireworks & Rollerblades,Top Gaming Tracks,Slow It Down
0.709,81.012,0.722,gaming,-4.95,0.0804,0.604,Shaboozey,4,0.0273,86,A Bar Song (Tipsy),Top Gaming Tracks,A Bar Song (Tipsy)
0.782,119.992,0.727,gaming,-8.529,0.225,0.655,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",4,0.042,86,Move,Top Gaming Tracks,Move
0.745,180.098,0.464,gaming,-3.202,0.363,0.262,"Hanumankind, Kalmi",4,0.161,85,Big Dawgs,Top Gaming Tracks,Big Dawgs
0.586,107.071,0.669,gaming,-6.073,0.104,0.579,Sabrina Carpenter,4,0.054,88,Please Please Please,Top Gaming Tracks,Please Please Please
0.965,128.04,0.561,gaming,-3.673,0.371,0.304,"David Guetta, Bebe Rexha",4,0.0343,85,I'm Good (Blue),Top Gaming Tracks,I'm Good (Blue)
0.544,132.052,0.571,gaming,-10.613,0.322,0.216,d4vd,4,0.0299,85,Romantic Homicide,Top Gaming Tracks,Romantic Homicide
0.854,140.515,0.477,gaming,-4.715,0.065,0.314,"LISA, ROSALÍA",5,0.275,85,New Woman (feat. ROSALÍA),Top Gaming Tracks,New Woman (feat. ROSALÍA)
0.471,105.029,0.472,gaming,-5.692,0.14,0.219,Benson Boone,3,0.0603,85,Beautiful Things,Top Gaming Tracks,Beautiful Things
0.667,130.019,0.776,gaming,-6.622,0.0761,0.618,"Charli xcx, Billie Eilish",4,0.0983,85,Guess featuring Billie Eilish,Top Gaming Tracks,Guess featuring billie eilish
0.946,151.647,0.599,gaming,-4.263,0.0826,0.747,Artemas,4,0.0447,84,i like the way you kiss me,Top Gaming Tracks,i like the way you kiss me
0.855,127.986,0.638,gaming,-4.86,0.245,0.731,"Post Malone, Morgan Wallen",4,0.0264,84,I Had Some Help,Top Gaming Tracks,I Had Some Help (Feat. Morgan Wallen)
0.642,179.974,0.745,gaming,-6.257,0.0658,0.226,Lil Tecca,4,0.287,84,We Love You Tecca,Top Gaming Tracks,Ransom
0.829,139.198,0.476,gaming,-3.806,0.167,0.505,Odetari,4,0.0658,84,KEEP UP // FROSTBITE,Top Gaming Tracks,KEEP UP
0.453,139.943,0.915,gaming,-4.589,0.104,0.287,Gunna,4,0.27,84,One of Wun,Top Gaming Tracks,one of wun
0.787,119.996,0.704,gaming,-6.751,0.159,0.31,"HUGEL, Topic, Arash, Daecolm",4,0.0462,83,I Adore You (feat. Daecolm),Top Gaming Tracks,I Adore You (feat. Daecolm)
0.618,126.031,0.853,gaming,-10.833,0.0972,0.32,"Lost Frequencies, Tom Odell",4,0.0923,83,Black Friday (pretty like the sun),Top Gaming Tracks,Black Friday (pretty like the sun)
0.751,129.994,0.701,gaming,-8.39,0.15,0.22,Taylor Swift,4,0.0502,83,THE TORTURED POETS DEPARTMENT,Top Gaming Tracks,I Can Do It With a Broken Heart
0.957,126.035,0.804,gaming,-5.452,0.114,0.962,Charli xcx,4,0.034,83,BRAT,Top Gaming Tracks,Apple
0.457,146.04,0.592,gaming,-6.081,0.146,0.225,XXXTENTACION,4,0.0603,82,?,Top Gaming Tracks,Hope
0.792,100.011,0.687,gaming,-2.749,0.167,0.671,"Marshmello, Bastille",4,0.0452,82,Happier,Top Gaming Tracks,Happier
0.676,162.012,0.814,gaming,-4.67,0.119,0.312,"Future, Metro Boomin, Kendrick Lamar",4,0.231,83,WE DON'T TRUST YOU,Top Gaming Tracks,Like That
0.522,89.96,0.755,gaming,-4.368,0.0685,0.925,"Post Malone, Swae Lee",4,0.0575,82,Hollywood's Bleeding,Top Gaming Tracks,Sunflower - Spider-Man: Into the Spider-Verse
0.622,130.001,0.847,gaming,-6.747,0.285,0.22,Gunna,4,0.0903,82,a Gift & a Curse,Top Gaming Tracks,fukumean
0.668,90.969,0.646,gaming,-5.203,0.212,0.64,Mark Ambor,4,0.0282,82,Belong Together,Top Gaming Tracks,Belong Together
0.733,172.09,0.625,gaming,-8.757,0.375,0.244,21 Savage,4,0.0488,81,american dream,Top Gaming Tracks,redrum
0.642,83.389,0.463,gaming,-4.474,0.0686,0.339,"Future, Drake, Tems",4,0.34,82,I NEVER LIKED YOU,Top Gaming Tracks,WAIT FOR U (feat. Drake & Tems)
0.761,129.963,0.634,gaming,-4.752,0.549,0.785,"Marshmello, Kane Brown",4,0.0472,81,Miles On It,Top Gaming Tracks,Miles On It
0.537,128.009,0.921,gaming,-5.723,0.102,0.711,XXXTENTACION,4,0.0804,81,?,Top Gaming Tracks,Moonlight
0.745,165.995,0.808,gaming,-5.26,0.292,0.829,"Eminem, Juice WRLD",4,0.342,81,Music To Be Murdered By,Top Gaming Tracks,Godzilla (feat. Juice WRLD)
0.741,120.064,0.771,gaming,-7.132,0.111,0.19,"Zerb, The Chainsmokers, Ink",4,0.0374,81,Addicted,Top Gaming Tracks,Addicted
0.727,130.035,0.887,gaming,-4.318,0.213,0.932,Gunna,4,0.135,82,One of Wun,Top Gaming Tracks,on one tonight
0.95,150.019,0.673,gaming,-5.149,0.398,0.563,"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",4,0.0488,81,Thank You (Not So Bad),Top Gaming Tracks,Thank You (Not So Bad)
0.62,120.042,0.857,gaming,-8.13,0.0934,0.796,Charli xcx,4,0.0472,81,BRAT,Top Gaming Tracks,360
0.887,127.003,0.936,gaming,-2.76,0.0582,0.889,Eminem,4,0.0683,81,Houdini,Top Gaming Tracks,Houdini
0.646,115.842,0.645,gaming,-8.334,0.074,0.295,Ariana Grande,4,0.0427,81,eternal sunshine,Top Gaming Tracks,we can't be friends (wait for your love)
0.586,116.971,0.896,gaming,-6.687,0.79,0.642,Roddy Ricch,4,0.0559,81,Please Excuse Me for Being Antisocial,Top Gaming Tracks,The Box
0.558,104.983,0.943,gaming,-4.911,0.0937,0.606,Jack Harlow,4,0.0568,81,Lovin On Me,Top Gaming Tracks,Lovin On Me
0.75,155.096,0.732,gaming,-6.366,0.109,0.401,Lil Uzi Vert,4,0.231,81,Luv Is Rage 2,Top Gaming Tracks,XO Tour Llif3
0.764,140.113,0.882,gaming,-5.241,0.119,0.886,"Central Cee, Lil Baby",4,0.204,81,BAND4BAND (feat. Lil Baby),Top Gaming Tracks,BAND4BAND (feat. Lil Baby)
0.632,121.031,0.762,gaming,-8.312,0.18,0.282,"Lost Frequencies, Calum Scott",4,0.085,81,All Stand Together,Top Gaming Tracks,Where Are You Now
0.512,80.511,0.829,gaming,-5.865,0.12,0.638,Sleepy Hallow,4,0.187,80,Still Sleep?,Top Gaming Tracks,2055
0.716,91.007,0.701,gaming,-3.671,0.324,0.732,"24kGoldn, iann dior",4,0.0361,80,El Dorado,Top Gaming Tracks,Mood (feat. iann dior)
0.773,129.923,0.681,gaming,-4.706,0.0978,0.504,Eternxlkz,4,0.0345,80,SLAY!,Top Gaming Tracks,SLAY!
0.673,165.921,0.529,gaming,-4.711,0.093,0.366,"Drake, 21 Savage",4,0.175,80,"Honestly, Nevermind",Top Gaming Tracks,Jimmy Cooks (feat. 21 Savage)
0.583,116.624,0.709,gaming,-5.298,0.195,0.533,"Metro Boomin, Future, Chris Brown",4,0.204,79,HEROES & VILLAINS,Top Gaming Tracks,Superhero (Heroes & Villains) [with Future & Chris Brown]
0.797,122.011,0.702,gaming,-6.635,0.179,0.0356,"Disclosure, Eliza Doolittle, Rivo",4,0.0557,79,You & Me (Rivo Remix),Top Gaming Tracks,You & Me - Rivo Remix
0.681,139.057,0.918,gaming,-4.705,0.0615,0.706,"Dave, Central Cee",4,0.201,79,Sprinter,Top Gaming Tracks,Sprinter
0.753,127.926,0.671,gaming,-6.045,0.177,0.543,"Sonny Fodera, Jazzy, D.O.D",4,0.0298,79,Somedays,Top Gaming Tracks,Somedays
0.761,146.003,0.62,gaming,-7.282,0.269,0.194,Jungle,4,0.175,79,Volcano,Top Gaming Tracks,Back On 74
0.452,90.026,0.904,gaming,-7.272,0.115,0.613,Tommy Richman,4,0.132,78,DEVIL IS A LIE,Top Gaming Tracks,DEVIL IS A LIE
0.512,96.02,0.803,gaming,-6.871,0.0928,0.435,Bryson Tiller,4,0.066,78,Whatever She Wants,Top Gaming Tracks,Whatever She Wants
0.643,139.948,0.831,gaming,-5.002,0.084,0.142,Kendrick Lamar,4,0.11,78,euphoria,Top Gaming Tracks,euphoria
0.567,75.965,0.574,gaming,-7.126,0.258,0.526,"JID, 21 Savage, Baby Tate",4,0.465,78,The Forever Story (Extended Version),Top Gaming Tracks,Surround Sound (feat. 21 Savage & Baby Tate)
0.593,120.509,0.565,gaming,-5.864,0.215,0.429,d4vd,4,0.0883,78,Feel It (From The Original Series “Invincible”),Top Gaming Tracks,Feel It - From The Original Series “Invincible”
0.83,75.023,0.767,gaming,-8.78,0.0582,0.187,Creeds,4,0.206,77,Push Up (Main Edit),Top Gaming Tracks,Push Up - Main Edit
0.523,169.982,0.628,gaming,-8.307,0.219,0.416,Kenya Grace,4,0.0946,77,Strangers,Top Gaming Tracks,Strangers
0.934,88.009,0.777,gaming,-0.959,0.275,0.637,"Chase & Status, Stormzy",4,0.254,77,BACKBONE,Top Gaming Tracks,BACKBONE
0.927,109.952,0.755,gaming,0.254,0.0567,0.702,"xxanteria, isq",4,0.0645,77,FUNKED UP,Top Gaming Tracks,FUNKED UP - SLOWED
0.62,117.038,0.741,gaming,-5.505,0.0398,0.934,Hozier,4,0.0412,77,Unheard,Top Gaming Tracks,Too Sweet
0.64,130.051,0.537,gaming,-10.441,0.157,0.222,LXNGVX,4,0.104,77,Montagem Mysterious Game,Top Gaming Tracks,Montagem Mysterious Game
0.963,130.028,0.817,gaming,-3.318,0.312,0.502,"CURSEDEVIL, DJ FKU, Skorde",4,0.0353,77,TUCA DONKA,Top Gaming Tracks,TUCA DONKA
0.556,99.974,0.864,gaming,-7.683,0.112,0.726,Doja Cat,4,0.194,77,Scarlet,Top Gaming Tracks,Paint The Town Red
0.803,130.028,0.877,gaming,-3.195,0.087,0.795,"S3BZS, Mc Gw, Mc Menor Do Alvorada",4,0.0507,77,MONTAGEM - PR FUNK,Top Gaming Tracks,MONTAGEM - PR FUNK
0.573,140.04,0.911,gaming,-7.43,0.403,0.972,Central Cee,4,0.288,77,Doja,Top Gaming Tracks,Doja
0.629,130.017,0.848,gaming,-6.198,0.049,0.586,"Gotye, FISHER, Chris Lake, Kimbra, Sante Sansone",4,0.0424,77,Somebody (2024),Top Gaming Tracks,Somebody (2024)
0.777,108.005,0.58,gaming,-5.69,0.342,0.589,"Kygo, Ava Max",4,0.0655,76,Whatever,Top Gaming Tracks,Whatever
0.539,158.105,0.65,gaming,-7.281,0.114,0.253,Rich Amiri,4,0.0561,76,Ghetto Fabulous,Top Gaming Tracks,ONE CALL
0.672,136.902,0.673,gaming,-8.577,0.193,0.14,"Drake, Yeat",4,0.224,76,For All The Dogs,Top Gaming Tracks,IDGAF (feat. Yeat)
0.818,125.952,0.687,gaming,-4.221,0.248,0.886,"Alok, Ella Eyre, Kenny Dope, Never Dull",4,0.0778,76,Deep Down (feat. Never Dull),Top Gaming Tracks,Deep Down (feat. Never Dull)
0.687,123.01,0.755,gaming,-6.247,0.125,0.381,Doja Cat,4,0.101,76,Scarlet,Top Gaming Tracks,Agora Hills
0.919,151.221,0.83,gaming,-2.12,0.0757,0.848,Dyan Dxddy,4,0.145,76,CUTE DEPRESSED,Top Gaming Tracks,CUTE DEPRESSED
0.738,130,0.593,gaming,-2.956,0.292,0.591,Eternxlkz,4,0.0351,75,BRODYAGA FUNK,Top Gaming Tracks,BRODYAGA FUNK
0.81,150.251,0.613,gaming,-6.16,0.137,0.686,"ZWE1HVNDXR, yatashigang",4,0.488,75,LOVELY BASTARDS,Top Gaming Tracks,LOVELY BASTARDS
0.967,149.036,0.628,gaming,-4.068,0.274,0.399,"Marnik, Naeleck, VINAI",4,0.0485,75,Boyz In Paris (with VINAI),Top Gaming Tracks,Boyz In Paris (with VINAI)
0.897,129.975,0.686,gaming,-7.18,0.153,0.355,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",4,0.0386,75,Watch This (ARIZONATEARS Pluggnb Remix),Top Gaming Tracks,Watch This - ARIZONATEARS Pluggnb Remix
0.793,120.003,0.696,gaming,-5.733,0.18,0.698,"Tiësto, Tate McRae",4,0.097,75,DRIVE,Top Gaming Tracks,10:35
0.781,128.001,0.805,gaming,-7.225,0.0598,0.818,PAWSA,4,0.0434,74,TOO COOL TO BE CARELESS,Top Gaming Tracks,TOO COOL TO BE CARELESS
0.848,135.048,0.721,gaming,-3.371,0.097,0.774,"Bibi Babydoll, Dj Brunin XM, KZA Produções",4,0.0266,74,Automotivo Bibi Fogosa,Top Gaming Tracks,Automotivo Bibi Fogosa
0.742,114.071,0.773,gaming,-3.678,0.0754,0.571,Imagine Dragons,4,0.046,74,Bones,Top Gaming Tracks,Bones
0.527,77.499,0.824,gaming,-5.506,0.368,0.212,A$AP Rocky,4,0.118,74,Tailor Swif,Top Gaming Tracks,Tailor Swif
0.655,163.997,0.475,gaming,-7.342,0.375,0.245,"Drake, J. Cole",4,0.33,74,For All The Dogs,Top Gaming Tracks,First Person Shooter (feat. J. Cole)
0.895,125.985,0.762,gaming,-4.562,0.204,0.757,"FISHER, Kita Alexander",4,0.0734,73,Atmosphere,Top Gaming Tracks,Atmosphere
0.915,154.964,0.737,gaming,-2.749,0.084,0.304,"Memphis Cult, Groove Dealers, SPLYXER",4,0.0412,73,Memphis Cult Vol. 6,Top Gaming Tracks,9mm
0.85,106.036,0.815,gaming,-4.704,0.0245,0.694,"bbno$, Rich Brian",4,0.113,73,eat ya veggies,Top Gaming Tracks,edamame
0.546,118.051,0.76,gaming,-13.092,0.103,0.113,Yeat,4,0.0616,73,2093,Top Gaming Tracks,Breathe
0.86,146.441,0.585,gaming,-5.274,0.18,0.607,Odetari,4,0.116,73,GOOD LOYAL THOTS,Top Gaming Tracks,GOOD LOYAL THOTS
0.636,75.486,0.654,gaming,-6.904,0.412,0.267,Key Glock,4,0.0845,73,Glockoma 2 (Deluxe),Top Gaming Tracks,Let's Go
0.765,145.988,0.588,gaming,-5.914,0.2,0.492,"League of Legends, NewJeans",4,0.0518,73,GODS,Top Gaming Tracks,GODS
0.758,165.409,0.681,gaming,-6.524,0.555,0.331,"21 Savage, Travis Scott, Metro Boomin",4,0.188,73,american dream,Top Gaming Tracks,née-nah
0.683,145.379,0.501,afrobeats,-7.881,0.0685,0.623,"Bnxn, Rema",5,0.211,71,Fi Kan We Kan,African Heat,Fi Kan We Kan
0.819,110.14,0.726,afrobeats,-7.094,0.27,0.636,Young Jonn,4,0.106,70,Jiggy Forever,African Heat,Stronger
0.529,112.014,0.782,afrobeats,-8.626,0.413,0.44,Ayo Maff,4,0.0592,69,MAFFIAN,African Heat,Are you there?
0.634,101.837,0.502,afrobeats,-3.367,0.188,0.645,"Asake, Wizkid",3,0.144,72,Lungu Boy,African Heat,MMS
0.841,147.989,0.754,afrobeats,-4.563,0.0903,0.838,Rema,4,0.0921,68,HEIS,African Heat,OZEBA
0.814,93.482,0.683,afrobeats,-3.505,0.0858,0.758,Tyla,4,0.0466,78,TYLA +,African Heat,PUSH 2 START
0.792,113.981,0.749,afrobeats,-4.621,0.0712,0.903,"Davido, YG Marley",4,0.0402,76,Awuke,African Heat,Awuke
0.705,197.98,0.374,afrobeats,-8.37,0.14,0.718,"Hyce, BoyPee, Brown Joel",5,0.145,68,Constantly,African Heat,Constantly
0.648,93.2,0.737,afrobeats,-5.493,0.105,0.746,"Wizkid, Brent Faiyaz",4,0.138,77,Piece of My Heart (feat. Brent Faiyaz),African Heat,Piece of My Heart (feat. Brent Faiyaz)
0.719,113.012,0.897,afrobeats,-7.164,0.0677,0.546,"Smur Lee, ODUMODUBLVCK, Shallipopi",4,0.157,71,JUJU (feat. Shallipopi),African Heat,JUJU (feat. Shallipopi)
0.52,95.865,0.578,afrobeats,-8.399,0.124,0.425,"FOLA, Bnxn",4,0.151,68,alone (Remix),African Heat,alone - Remix
0.651,67.813,0.49,afrobeats,-6.259,0.108,0.567,"Ayo Maff, Fireboy DML",5,0.138,68,Dealer,African Heat,Dealer
0.935,166.008,0.574,j-pop,-2.783,0.367,0.836,YOASOBI,4,0.0926,72,アイドル,Anime Hits,アイドル
0.941,101.921,0.577,j-pop,-5.17,0.0891,0.292,Kenshi Yonezu,4,0.105,72,KICK BACK,Anime Hits,KICK BACK
0.794,149.923,0.531,j-pop,-4.363,0.082,0.775,Mrs. GREEN APPLE,4,0.0964,77,ライラック,Anime Hits,ライラック
0.898,151.99,0.479,j-pop,-4.809,0.297,0.639,Tatsuya Kitani,4,0.169,71,青のすみか,Anime Hits,青のすみか
0.822,157.013,0.853,j-pop,-6.836,0.166,0.746,Creepy Nuts,4,0.246,80,Bling-Bang-Bang-Born,Anime Hits,Bling-Bang-Bang-Born
0.905,141.131,0.545,j-pop,-3.823,0.182,0.735,Yuuri,4,0.0684,73,カーテンコール,Anime Hits,カーテンコール
0.571,101.955,0.695,j-pop,-6.249,0.118,0.726,ヨルシカ,4,0.111,70,晴る,Anime Hits,晴る
0.811,139.959,0.693,j-pop,-5.765,0.106,0.944,OneRepublic,4,0.0313,69,Nobody (from Kaiju No. 8),Anime Hits,Nobody - from Kaiju No. 8
0.808,115.063,0.576,j-pop,-4.241,0.127,0.172,YUNGBLUD,4,0.0407,68,Abyss (from Kaiju No. 8),Anime Hits,Abyss - from Kaiju No. 8
0.951,169.955,0.436,j-pop,-4.748,0.149,0.428,"MAN WITH A MISSION, milet",4,0.202,68,絆ノ奇跡,Anime Hits,絆ノ奇跡
0.514,82.05,0.829,j-pop,-5.333,0.231,0.757,Vaundy,4,0.0531,68,タイムパラドックス,Anime Hits,タイムパラドックス
0.836,105.173,0.543,metal,-9.11,0.153,0.56,Metallica,4,0.0353,75,Master Of Puppets (Remastered),Metal Essentials,Master Of Puppets
0.908,159.756,0.285,metal,-4.601,0.311,0.669,Iron Maiden,4,0.0705,71,Piece of Mind (2015 Remaster),Metal Essentials,The Trooper - 2015 Remaster
